0.0, -9
0.01, -9
0.02, -10
0.03, -10
0.04, -10
0.05, -8
0.060000002, -7
0.07, -7
0.08, -3
0.089999996, -3
0.099999994, 0
0.10999999, 0
0.11999999, 3
0.13, 5
0.14, 7
0.15, 8
0.16000001, 12
0.17000002, 12
0.18000002, 16
0.19000003, 16
0.20000003, 21
0.21000004, 22
0.22000004, 29
0.23000005, 29
0.24000005, 36
0.25000006, 36
0.26000005, 43
0.27000004, 43
0.28000003, 49
0.29000002, 49
0.3, 52
0.31, 52
0.32, 54
0.32999998, 53
0.33999997, 49
0.34999996, 51
0.35999995, 43
0.36999995, 43
0.37999994, 35
0.38999993, 37
0.39999992, 26
0.4099999, 26
0.4199999, 18
0.4299999, 18
0.43999988, 10
0.44999987, 10
0.45999986, 3
0.46999985, 3
0.47999984, -3
0.48999983, -3
0.49999982, -7
0.5099998, -7
0.5199998, -13
0.5299998, -13
0.5399998, -18
0.5499998, -16
0.55999976, -24
0.56999975, -24
0.57999974, -34
0.58999974, -34
0.5999997, -43
0.6099997, -42
0.6199997, -53
0.6299997, -52
0.6399997, -60
0.6499997, -62
0.65999967, -67
0.66999966, -69
0.67999965, -75
0.68999964, -76
0.69999963, -77
0.7099996, -78
0.7199996, -82
0.7299996, -82
0.7399996, -82
0.7499996, -83
0.7599996, -83
0.76999956, -83
0.77999955, -82
0.78999954, -81
0.79999954, -78
0.8099995, -78
0.8199995, -74
0.8299995, -75
0.8399995, -67
0.8499995, -66
0.8599995, -63
0.86999947, -64
0.87999946, -57
0.88999945, -58
0.89999944, -57
0.90999943, -57
0.9199994, -56
0.9299994, -56
0.9399994, -58
0.9499994, -58
0.9599994, -63
0.9699994, -63
0.97999936, -69
0.98999935, -69
0.99999934, -75
1.0099994, -75
1.0199994, -83
1.0299994, -83
1.0399994, -90
1.0499994, -91
1.0599993, -100
1.0699993, -99
1.0799993, -103
1.0899993, -103
1.0999993, -107
1.1099993, -108
1.1199993, -109
1.1299993, -109
1.1399993, -108
1.1499993, -107
1.1599993, -107
1.1699992, -105
1.1799992, -102
1.1899992, -102
1.1999992, -98
1.2099992, -98
1.2199992, -95
1.2299992, -95
1.2399992, -89
1.2499992, -90
1.2599992, -86
1.2699991, -87
1.2799991, -82
1.2899991, -84
1.2999991, -80
1.3099991, -79
1.3199991, -79
1.3299991, -78
1.3399991, -76
1.3499991, -76
1.3599991, -74
1.369999, -74
1.379999, -74
1.389999, -74
1.399999, -73
1.409999, -74
1.419999, -73
1.429999, -74
1.439999, -72
1.449999, -72
1.459999, -71
1.469999, -69
1.479999, -67
1.4899989, -68
1.4999989, -61
1.5099989, -62
1.5199989, -57
1.5299989, -57
1.5399989, -51
1.5499989, -52
1.5599989, -45
1.5699989, -44
1.5799989, -38
1.5899988, -37
1.5999988, -28
1.6099988, -28
1.6199988, -20
1.6299988, -20
1.6399988, -11
1.6499988, -11
1.6599988, -2
1.6699988, -2
1.6799988, 5
1.6899987, 5
1.6999987, 12
1.7099987, 11
1.7199987, 15
1.7299987, 15
1.7399987, 18
1.7499987, 18
1.7599987, 19
1.7699987, 21
1.7799987, 19
1.7899987, 19
1.7999986, 17
1.8099986, 18
1.8199986, 15
1.8299986, 16
1.8399986, 15
1.8499986, 13
1.8599986, 13
1.8699986, 11
1.8799986, 9
1.8899986, 9
1.8999985, 7
1.9099985, 6
1.9199985, 4
1.9299985, 3
1.9399985, -3
1.9499985, -2
1.9599985, -7
1.9699985, -8
1.9799985, -15
1.9899985, -15
1.9999985, -22
2.0099986, -21
2.0199986, -27
2.0299985, -27
2.0399985, -32
2.0499985, -31
2.0599985, -35
2.0699985, -35
2.0799985, -35
2.0899985, -35
2.0999985, -34
2.1099985, -34
2.1199985, -31
2.1299984, -31
2.1399984, -28
2.1499984, -28
2.1599984, -26
2.1699984, -26
2.1799984, -21
2.1899984, -21
2.1999984, -18
2.2099984, -18
2.2199984, -14
2.2299984, -14
2.2399983, -10
2.2499983, -10
2.2599983, -7
2.2699983, -8
2.2799983, -1
2.2899983, -2
2.2999983, 0
2.3099983, 1
2.3199983, 5
2.3299983, 3
2.3399982, 6
2.3499982, 6
2.3599982, 4
2.3699982, 5
2.3799982, 1
2.3899982, 0
2.3999982, -4
2.4099982, -4
2.4199982, -11
2.4299982, -10
2.4399981, -19
2.4499981, -18
2.4599981, -26
2.4699981, -26
2.479998, -31
2.489998, -32
2.499998, -38
2.509998, -36
2.519998, -39
2.529998, -37
2.539998, -39
2.549998, -38
2.559998, -35
2.569998, -35
2.579998, -30
2.589998, -28
2.599998, -25
2.609998, -25
2.619998, -19
2.629998, -19
2.639998, -14
2.649998, -14
2.659998, -7
2.669998, -6
2.679998, -1
2.689998, -1
2.699998, 7
2.709998, 7
2.719998, 13
2.7299979, 13
2.7399979, 20
2.7499979, 19
2.7599978, 27
2.7699978, 27
2.7799978, 34
2.7899978, 33
2.7999978, 37
2.8099978, 37
2.8199978, 40
2.8299978, 41
2.8399978, 45
2.8499978, 46
2.8599977, 45
2.8699977, 45
2.8799977, 47
2.8899977, 46
2.8999977, 46
2.9099977, 46
2.9199977, 45
2.9299977, 45
